"","Year","thickness_type","n"
"1768",-167,"light layer",NA
"1769",-166,"dark layer",NA
"1770",-166,"light layer",NA
"1771",-165,"dark layer",0.1
"1772",-165,"light layer",0.7
"1773",-164,"dark layer",0.2
"1774",-164,"light layer",0.5
"1775",-163,"dark layer",0.1
"1776",-163,"light layer",0.5
"1777",-162,"dark layer",0.1
"1778",-162,"light layer",0.3
"1779",-161,"dark layer",0.04
"1780",-161,"light layer",0.36
"1781",-160,"dark layer",0.2
"1782",-160,"light layer",0.3
"1783",-159,"dark layer",0.1
"1784",-159,"light layer",0.1
"1785",-158,"dark layer",NA
"1786",-158,"light layer",NA
"1787",-157,"dark layer",NA
"1788",-157,"light layer",NA
"1789",-156,"dark layer",NA
"1790",-156,"light layer",NA
"1791",-155,"dark layer",NA
"1792",-155,"light layer",NA
"1793",-154,"dark layer",NA
"1794",-154,"light layer",NA
"1795",-153,"dark layer",NA
"1796",-153,"light layer",NA
"1797",-152,"dark layer",NA
"1798",-152,"light layer",NA
"1799",-151,"dark layer",NA
"1800",-151,"light layer",NA
"1801",-150,"dark layer",NA
"1802",-150,"light layer",NA
"1803",-149,"dark layer",NA
"1804",-149,"light layer",NA
"1805",-148,"dark layer",NA
"1806",-148,"light layer",NA
"1807",-147,"dark layer",NA
"1808",-147,"light layer",NA
"1809",-146,"dark layer",0.04
"1810",-146,"light layer",0.26
"1811",-145,"dark layer",0.04
"1812",-145,"light layer",1.16
"1813",-144,"dark layer",0.04
"1814",-144,"light layer",1.06
"1815",-143,"dark layer",0.1
"1816",-143,"light layer",0.8
"1817",-142,"dark layer",0.1
"1818",-142,"light layer",0.7
"1819",-141,"dark layer",0.04
"1820",-141,"light layer",0.26
"1821",-140,"dark layer",0.1
"1822",-140,"light layer",0.5
"1823",-139,"dark layer",0.2
"1824",-139,"light layer",0.8
"1825",-138,"dark layer",0.1
"1826",-138,"light layer",0.3
"1827",-137,"dark layer",0.2
"1828",-137,"light layer",0.7
"1829",-136,"dark layer",0.1
"1830",-136,"light layer",0.7
"1831",-135,"dark layer",0.1
"1832",-135,"light layer",0.7
"1833",-134,"dark layer",0.1
"1834",-134,"light layer",0.5
"1835",-133,"dark layer",0.04
"1836",-133,"light layer",0.36
"1837",-132,"dark layer",0.1
"1838",-132,"light layer",0.9
"1839",-131,"dark layer",0.2
"1840",-131,"light layer",1.2
"1841",-130,"dark layer",0.2
"1842",-130,"light layer",0.8
"1843",-129,"dark layer",0.1
"1844",-129,"light layer",0.5
"1845",-128,"dark layer",0.1
"1846",-128,"light layer",0.8
"1847",-127,"dark layer",0.1
"1848",-127,"light layer",0.7
"1849",-126,"dark layer",0.1
"1850",-126,"light layer",0.8
"1851",-125,"dark layer",0.1
"1852",-125,"light layer",0.7
"1853",-124,"dark layer",0.1
"1854",-124,"light layer",0.7
"1855",-123,"dark layer",0.1
"1856",-123,"light layer",0.4
"1857",-122,"dark layer",0.1
"1858",-122,"light layer",0.3
"1859",-121,"dark layer",0.1
"1860",-121,"light layer",0.7
"1861",-120,"dark layer",0.1
"1862",-120,"light layer",0.4
"1863",-119,"dark layer",0.1
"1864",-119,"light layer",0.3
"1865",-118,"dark layer",0.1
"1866",-118,"light layer",0.6
"1867",-117,"dark layer",0.1
"1868",-117,"light layer",0.2
"1869",-116,"dark layer",0.2
"1870",-116,"light layer",0.3
"1871",-115,"dark layer",0.04
"1872",-115,"light layer",0.56
"1873",-114,"dark layer",0.1
"1874",-114,"light layer",0.3
"1875",-113,"dark layer",0.1
"1876",-113,"light layer",1.1
"1877",-112,"dark layer",0.04
"1878",-112,"light layer",0.66
"1879",-111,"dark layer",0.2
"1880",-111,"light layer",0.6
"1881",-110,"dark layer",0.04
"1882",-110,"light layer",0.96
"1883",-109,"dark layer",0.04
"1884",-109,"light layer",0.36
"1885",-108,"dark layer",0.2
"1886",-108,"light layer",0.3
"1887",-107,"dark layer",0.1
"1888",-107,"light layer",0.3
"1889",-106,"dark layer",0.1
"1890",-106,"light layer",0.5
"1891",-105,"dark layer",0.1
"1892",-105,"light layer",0.2
"1893",-104,"dark layer",0.1
"1894",-104,"light layer",0.9
"1895",-103,"dark layer",0.2
"1896",-103,"light layer",0.8
"1897",-102,"dark layer",0.1
"1898",-102,"light layer",0.3
"1899",-101,"dark layer",0.2
"1900",-101,"light layer",0.4
"1901",-100,"dark layer",0.1
"1902",-100,"light layer",0.9
"1903",-99,"dark layer",0.1
"1904",-99,"light layer",0.4
"1905",-98,"dark layer",0.1
"1906",-98,"light layer",1.1
"1907",-97,"dark layer",0.04
"1908",-97,"light layer",0.76
"1909",-96,"dark layer",0.1
"1910",-96,"light layer",0.2
"1911",-95,"dark layer",0.1
"1912",-95,"light layer",0.1
"1913",-94,"dark layer",0.2
"1914",-94,"light layer",1
"1915",-93,"dark layer",0.1
"1916",-93,"light layer",0.3
"1917",-92,"dark layer",0.04
"1918",-92,"light layer",0.26
"1919",-91,"dark layer",0.1
"1920",-91,"light layer",0.8
"1921",-90,"dark layer",0.1
"1922",-90,"light layer",0.2
"1923",-89,"dark layer",0.1
"1924",-89,"light layer",0.3
"1925",-88,"dark layer",0.1
"1926",-88,"light layer",0.6
"1927",-87,"dark layer",0.2
"1928",-87,"light layer",0.4
"1929",-86,"dark layer",0.1
"1930",-86,"light layer",0.5
"1931",-85,"dark layer",0.1
"1932",-85,"light layer",0.3
"1933",-84,"dark layer",0.2
"1934",-84,"light layer",0.2
"1935",-83,"dark layer",0.4
"1936",-83,"light layer",0.6
"1937",-82,"dark layer",0.1
"1938",-82,"light layer",0.5
"1939",-81,"dark layer",0.04
"1940",-81,"light layer",0.26
"1941",-80,"dark layer",0.1
"1942",-80,"light layer",0.2
"1943",-79,"dark layer",0.1
"1944",-79,"light layer",0.3
"1945",-78,"dark layer",0.1
"1946",-78,"light layer",0.1
"1947",-77,"dark layer",0.04
"1948",-77,"light layer",0.26
"1949",-76,"dark layer",0.03
"1950",-76,"light layer",0.37
"1951",-75,"dark layer",0.04
"1952",-75,"light layer",0.56
"1953",-74,"dark layer",0.2
"1954",-74,"light layer",0.5
"1955",-73,"dark layer",0.2
"1956",-73,"light layer",0.4
"1957",-72,"dark layer",0.2
"1958",-72,"light layer",0.1
"1959",-71,"dark layer",0.06
"1960",-71,"light layer",0.94
"1961",-70,"dark layer",0.2
"1962",-70,"light layer",0.5
"1963",-69,"dark layer",0.1
"1964",-69,"light layer",0.7
"1965",-68,"dark layer",0.04
"1966",-68,"light layer",0.16
"1967",-67,"dark layer",0.04
"1968",-67,"light layer",0.36
"1969",-66,"dark layer",0.1
"1970",-66,"light layer",0.1
"1971",-65,"dark layer",0.2
"1972",-65,"light layer",0.4
"1973",-64,"dark layer",0.1
"1974",-64,"light layer",0.6
"1975",-63,"dark layer",0.1
"1976",-63,"light layer",0.5
"1977",-62,"dark layer",0.1
"1978",-62,"light layer",0.4
"1979",-61,"dark layer",0.1
"1980",-61,"light layer",0.4
"1981",-60,"dark layer",0.1
"1982",-60,"light layer",0.3
"1983",-59,"dark layer",0.1
"1984",-59,"light layer",0.4
"1985",-58,"dark layer",0.4
"1986",-58,"light layer",0.4
"1987",-57,"dark layer",0.1
"1988",-57,"light layer",0.4
"1989",-56,"dark layer",0.04
"1990",-56,"light layer",1.16
"1991",-55,"dark layer",0.04
"1992",-55,"light layer",0.46
"1993",-54,"dark layer",0.06
"1994",-54,"light layer",0.24
"1995",-53,"dark layer",0.1
"1996",-53,"light layer",0.2
"1997",-52,"dark layer",0.1
"1998",-52,"light layer",1.3
"1999",-51,"dark layer",0.2
"2000",-51,"light layer",0.6
"2001",-50,"dark layer",0.03
"2002",-50,"light layer",0.57
"2003",-49,"dark layer",0.04
"2004",-49,"light layer",0.46
"2005",-48,"dark layer",0.1
"2006",-48,"light layer",0.6
"2007",-47,"dark layer",0.04
"2008",-47,"light layer",0.46
"2009",-46,"dark layer",0.1
"2010",-46,"light layer",0.3
"2011",-45,"dark layer",0.04
"2012",-45,"light layer",0.46
"2013",-44,"dark layer",0.04
"2014",-44,"light layer",0.76
"2015",-43,"dark layer",0.04
"2016",-43,"light layer",0.66
"2017",-42,"dark layer",0.04
"2018",-42,"light layer",0.76
"2019",-41,"dark layer",0.1
"2020",-41,"light layer",0.9
"2021",-40,"dark layer",0.1
"2022",-40,"light layer",0.7
"2023",-39,"dark layer",0.06
"2024",-39,"light layer",0.94
"2025",-38,"dark layer",0.1
"2026",-38,"light layer",0.5
"2027",-37,"dark layer",0.04
"2028",-37,"light layer",0.26
"2029",-36,"dark layer",0.04
"2030",-36,"light layer",0.66
"2031",-35,"dark layer",0.04
"2032",-35,"light layer",0.36
"2033",-34,"dark layer",0.1
"2034",-34,"light layer",0.4
"2035",-33,"dark layer",0.04
"2036",-33,"light layer",0.76
"2037",-32,"dark layer",0.04
"2038",-32,"light layer",0.26
"2039",-31,"dark layer",0.1
"2040",-31,"light layer",0.6
"2041",-30,"dark layer",0.06
"2042",-30,"light layer",0.74
"2043",-29,"dark layer",0.04
"2044",-29,"light layer",0.36
"2045",-28,"dark layer",0.04
"2046",-28,"light layer",0.46
"2047",-27,"dark layer",0.1
"2048",-27,"light layer",0.5
"2049",-26,"dark layer",0.1
"2050",-26,"light layer",0.7
"2051",-25,"dark layer",0.1
"2052",-25,"light layer",0.9
"2053",-24,"dark layer",0.2
"2054",-24,"light layer",0.4
"2055",-23,"dark layer",0.2
"2056",-23,"light layer",0.2
"2057",-22,"dark layer",NA
"2058",-22,"light layer",NA
"2059",-21,"dark layer",NA
"2060",-21,"light layer",NA
"2061",-20,"dark layer",NA
"2062",-20,"light layer",NA
"2063",-19,"dark layer",NA
"2064",-19,"light layer",NA
"2065",-18,"dark layer",NA
"2066",-18,"light layer",NA
"2067",-17,"dark layer",NA
"2068",-17,"light layer",NA
"2069",-16,"dark layer",NA
"2070",-16,"light layer",NA
"2071",-15,"dark layer",NA
"2072",-15,"light layer",NA
"2073",-14,"dark layer",NA
"2074",-14,"light layer",NA
"2075",-13,"dark layer",NA
"2076",-13,"light layer",NA
"2077",-12,"dark layer",NA
"2078",-12,"light layer",NA
"2079",-11,"dark layer",NA
"2080",-11,"light layer",NA
"2081",-10,"dark layer",NA
"2082",-10,"light layer",NA
"2083",-9,"dark layer",NA
"2084",-9,"light layer",NA
"2085",-8,"dark layer",NA
"2086",-8,"light layer",NA
"2087",-7,"dark layer",NA
"2088",-7,"light layer",NA
"2089",-6,"dark layer",NA
"2090",-6,"light layer",NA
"2091",-5,"dark layer",NA
"2092",-5,"light layer",NA
"2093",-4,"dark layer",NA
"2094",-4,"light layer",NA
"2095",-3,"dark layer",0.2
"2096",-3,"light layer",0.8
"2097",-2,"dark layer",0.06
"2098",-2,"light layer",0.34
"2099",-1,"dark layer",0.2
"2100",-1,"light layer",0.3
"2101",0,"dark layer",0.1
"2102",0,"light layer",0.3
"2103",1,"dark layer",NA
"2104",1,"light layer",NA
"2105",2,"dark layer",NA
"2106",2,"light layer",NA
"2107",3,"dark layer",NA
"2108",3,"light layer",NA
"2109",4,"dark layer",NA
"2110",4,"light layer",NA
"2111",5,"dark layer",NA
"2112",5,"light layer",NA
"2113",6,"dark layer",NA
"2114",6,"light layer",NA
"2115",7,"dark layer",NA
"2116",7,"light layer",NA
"2117",8,"dark layer",NA
"2118",8,"light layer",NA
"2119",9,"dark layer",NA
"2120",9,"light layer",NA
"2121",10,"dark layer",NA
"2122",10,"light layer",NA
"2123",11,"dark layer",NA
"2124",11,"light layer",NA
"2125",12,"dark layer",NA
"2126",12,"light layer",NA
"2127",13,"dark layer",NA
"2128",13,"light layer",NA
"2129",14,"dark layer",NA
"2130",14,"light layer",NA
"2131",15,"dark layer",NA
"2132",15,"light layer",NA
"2133",16,"dark layer",NA
"2134",16,"light layer",NA
"2135",17,"dark layer",NA
"2136",17,"light layer",NA
"2137",18,"dark layer",NA
"2138",18,"light layer",NA
"2139",19,"dark layer",NA
"2140",19,"light layer",NA
"2141",20,"dark layer",0.1
"2142",20,"light layer",0.5
"2143",21,"dark layer",0.1
"2144",21,"light layer",0.7
"2145",22,"dark layer",NA
"2146",22,"light layer",NA
"2147",23,"dark layer",NA
"2148",23,"light layer",NA
"2149",24,"dark layer",NA
"2150",24,"light layer",NA
"2151",25,"dark layer",NA
"2152",25,"light layer",NA
"2153",26,"dark layer",NA
"2154",26,"light layer",NA
"2155",27,"dark layer",NA
"2156",27,"light layer",NA
"2157",28,"dark layer",NA
"2158",28,"light layer",NA
"2159",29,"dark layer",NA
"2160",29,"light layer",NA
"2161",30,"dark layer",NA
"2162",30,"light layer",NA
"2163",31,"dark layer",NA
"2164",31,"light layer",NA
"2165",32,"dark layer",NA
"2166",32,"light layer",NA
"2167",33,"dark layer",NA
"2168",33,"light layer",NA
"2169",34,"dark layer",NA
"2170",34,"light layer",NA
"2171",35,"dark layer",NA
"2172",35,"light layer",NA
"2173",36,"dark layer",0.1
"2174",36,"light layer",0.3
"2175",37,"dark layer",0.04
"2176",37,"light layer",0.26
"2177",38,"dark layer",0.1
"2178",38,"light layer",0.6
"2179",39,"dark layer",0.04
"2180",39,"light layer",0.26
"2181",40,"dark layer",0.04
"2182",40,"light layer",0.56
"2183",41,"dark layer",0.04
"2184",41,"light layer",0.22
"2185",42,"dark layer",0.06
"2186",42,"light layer",0.24
"2187",43,"dark layer",0.2
"2188",43,"light layer",0.3
"2189",44,"dark layer",0.2
"2190",44,"light layer",0.7
"2191",45,"dark layer",0.2
"2192",45,"light layer",0.5
"2193",46,"dark layer",0.1
"2194",46,"light layer",0.6
"2195",47,"dark layer",0.1
"2196",47,"light layer",0.8
"2197",48,"dark layer",NA
"2198",48,"light layer",NA
"2199",49,"dark layer",NA
"2200",49,"light layer",NA
"2201",50,"dark layer",NA
"2202",50,"light layer",NA
"2203",51,"dark layer",NA
"2204",51,"light layer",NA
"2205",52,"dark layer",NA
"2206",52,"light layer",NA
"2207",53,"dark layer",NA
"2208",53,"light layer",NA
"2209",54,"dark layer",NA
"2210",54,"light layer",NA
"2211",55,"dark layer",NA
"2212",55,"light layer",NA
"2213",56,"dark layer",0.2
"2214",56,"light layer",0.4
"2215",57,"dark layer",0.2
"2216",57,"light layer",1.1
"2217",58,"dark layer",0.1
"2218",58,"light layer",0.6
"2219",59,"dark layer",0.2
"2220",59,"light layer",1
"2221",60,"dark layer",0.04
"2222",60,"light layer",0.86
"2223",61,"dark layer",0.1
"2224",61,"light layer",0.3
"2225",62,"dark layer",0.2
"2226",62,"light layer",0.3
"2227",63,"dark layer",0.1
"2228",63,"light layer",0.4
"2229",64,"dark layer",0.04
"2230",64,"light layer",0.86
"2231",65,"dark layer",0.08
"2232",65,"light layer",0.42
"2233",66,"dark layer",0.02
"2234",66,"light layer",0.38
"2235",67,"dark layer",0.1
"2236",67,"light layer",0.5
"2237",68,"dark layer",0.2
"2238",68,"light layer",0.5
"2239",69,"dark layer",0.1
"2240",69,"light layer",0.5
"2241",70,"dark layer",0.1
"2242",70,"light layer",0.5
"2243",71,"dark layer",0.1
"2244",71,"light layer",0.7
"2245",72,"dark layer",0.1
"2246",72,"light layer",0.7
"2247",73,"dark layer",0.2
"2248",73,"light layer",0.3
"2249",74,"dark layer",0.1
"2250",74,"light layer",0.3
"2251",75,"dark layer",0.1
"2252",75,"light layer",0.1
"2253",76,"dark layer",0.1
"2254",76,"light layer",0.5
"2255",77,"dark layer",0.1
"2256",77,"light layer",0.5
"2257",78,"dark layer",0.2
"2258",78,"light layer",0.3
"2259",79,"dark layer",0.1
"2260",79,"light layer",0.2
"2261",80,"dark layer",0.1
"2262",80,"light layer",0.3
"2263",81,"dark layer",0.04
"2264",81,"light layer",1.36
"2265",82,"dark layer",0.02
"2266",82,"light layer",0.78
"2267",83,"dark layer",NA
"2268",83,"light layer",NA
"2269",84,"dark layer",NA
"2270",84,"light layer",NA
"2271",85,"dark layer",NA
"2272",85,"light layer",NA
"2273",86,"dark layer",NA
"2274",86,"light layer",NA
"2275",87,"dark layer",NA
"2276",87,"light layer",NA
"2277",88,"dark layer",NA
"2278",88,"light layer",NA
"2279",89,"dark layer",NA
"2280",89,"light layer",NA
"2281",90,"dark layer",0.3
"2282",90,"light layer",0.5
"2283",91,"dark layer",0.1
"2284",91,"light layer",0.2
"2285",92,"dark layer",0.2
"2286",92,"light layer",1.2
"2287",93,"dark layer",0.2
"2288",93,"light layer",0.5
"2289",94,"dark layer",0.04
"2290",94,"light layer",0.96
"2291",95,"dark layer",0.1
"2292",95,"light layer",0.1
"2293",96,"dark layer",0.1
"2294",96,"light layer",0.2
"2295",97,"dark layer",0.03
"2296",97,"light layer",0.97
"2297",98,"dark layer",0.04
"2298",98,"light layer",0.36
"2299",99,"dark layer",0.1
"2300",99,"light layer",0.7
"2301",100,"dark layer",0.1
"2302",100,"light layer",0.1
"2303",101,"dark layer",0.04
"2304",101,"light layer",0.26
"2305",102,"dark layer",0.2
"2306",102,"light layer",2.6
"2307",103,"dark layer",0.1
"2308",103,"light layer",1.2
"2309",104,"dark layer",0.1
"2310",104,"light layer",0.7
"2311",105,"dark layer",0.1
"2312",105,"light layer",0.8
"2313",106,"dark layer",0.14
"2314",106,"light layer",0.26
"2315",107,"dark layer",0.02
"2316",107,"light layer",0.48
"2317",108,"dark layer",0.1
"2318",108,"light layer",1.6
"2319",109,"dark layer",0.1
"2320",109,"light layer",1.1
"2321",110,"dark layer",0.1
"2322",110,"light layer",0.4
"2323",111,"dark layer",0.06
"2324",111,"light layer",0.44
"2325",112,"dark layer",0.1
"2326",112,"light layer",0.3
"2327",113,"dark layer",NA
"2328",113,"light layer",NA
"2329",114,"dark layer",NA
"2330",114,"light layer",NA
"2331",115,"dark layer",NA
"2332",115,"light layer",NA
"2333",116,"dark layer",NA
"2334",116,"light layer",NA
"2335",117,"dark layer",NA
"2336",117,"light layer",NA
"2337",118,"dark layer",NA
"2338",118,"light layer",NA
"2339",119,"dark layer",NA
"2340",119,"light layer",NA
"2341",120,"dark layer",NA
"2342",120,"light layer",NA
"2343",121,"dark layer",NA
"2344",121,"light layer",NA
"2345",122,"dark layer",NA
"2346",122,"light layer",NA
"2347",123,"dark layer",NA
"2348",123,"light layer",NA
"2349",124,"dark layer",NA
"2350",124,"light layer",NA
"2351",125,"dark layer",NA
"2352",125,"light layer",NA
"2353",126,"dark layer",NA
"2354",126,"light layer",NA
"2355",127,"dark layer",NA
"2356",127,"light layer",NA
"2357",128,"dark layer",NA
"2358",128,"light layer",NA
"2359",129,"dark layer",NA
"2360",129,"light layer",NA
"2361",130,"dark layer",NA
"2362",130,"light layer",NA
"2363",131,"dark layer",NA
"2364",131,"light layer",NA
"2365",132,"dark layer",NA
"2366",132,"light layer",NA
"2367",133,"dark layer",0.04
"2368",133,"light layer",0.36
"2369",134,"dark layer",0.3
"2370",134,"light layer",0.4
"2371",135,"dark layer",0.04
"2372",135,"light layer",0.26
"2373",136,"dark layer",0.1
"2374",136,"light layer",0.2
"2375",137,"dark layer",0.2
"2376",137,"light layer",0.2
"2377",138,"dark layer",0.02
"2378",138,"light layer",0.58
"2379",139,"dark layer",0.1
"2380",139,"light layer",0.6
"2381",140,"dark layer",0.1
"2382",140,"light layer",0.3
"2383",141,"dark layer",0.04
"2384",141,"light layer",1.06
"2385",142,"dark layer",0.1
"2386",142,"light layer",0.6
"2387",143,"dark layer",0.1
"2388",143,"light layer",0.5
"2389",144,"dark layer",0.1
"2390",144,"light layer",0.3
"2391",145,"dark layer",0.1
"2392",145,"light layer",0.4
"2393",146,"dark layer",0.1
"2394",146,"light layer",2.1
"2395",147,"dark layer",0.1
"2396",147,"light layer",0.5
"2397",148,"dark layer",0.1
"2398",148,"light layer",0.5
"2399",149,"dark layer",0.14
"2400",149,"light layer",1.06
"2401",150,"dark layer",0.2
"2402",150,"light layer",0.4
"2403",151,"dark layer",0.04
"2404",151,"light layer",0.46
"2405",152,"dark layer",0.1
"2406",152,"light layer",0.5
"2407",153,"dark layer",0.1
"2408",153,"light layer",0.2
"2409",154,"dark layer",0.1
"2410",154,"light layer",0.2
"2411",155,"dark layer",0.2
"2412",155,"light layer",1
"2413",156,"dark layer",0.04
"2414",156,"light layer",0.66
"2415",157,"dark layer",0.04
"2416",157,"light layer",0.26
"2417",158,"dark layer",0.3
"2418",158,"light layer",0.8
"2419",159,"dark layer",0.2
"2420",159,"light layer",1.3
"2421",160,"dark layer",0.04
"2422",160,"light layer",0.76
"2423",161,"dark layer",0.1
"2424",161,"light layer",0.9
"2425",162,"dark layer",0.1
"2426",162,"light layer",0.5
"2427",163,"dark layer",0.2
"2428",163,"light layer",0.2
"2429",164,"dark layer",0.06
"2430",164,"light layer",0.84
"2431",165,"dark layer",0.04
"2432",165,"light layer",0.66
"2433",166,"dark layer",0.06
"2434",166,"light layer",1.34
"2435",167,"dark layer",0.04
"2436",167,"light layer",0.36
"2437",168,"dark layer",0.1
"2438",168,"light layer",0.8
"2439",169,"dark layer",0.02
"2440",169,"light layer",0.78
"2441",170,"dark layer",0.1
"2442",170,"light layer",0.2
"2443",171,"dark layer",0.1
"2444",171,"light layer",0.2
"2445",172,"dark layer",0.04
"2446",172,"light layer",0.56
"2447",173,"dark layer",0.04
"2448",173,"light layer",0.36
"2449",174,"dark layer",0.08
"2450",174,"light layer",0.72
"2451",175,"dark layer",0.05
"2452",175,"light layer",0.45
"2453",176,"dark layer",0.1
"2454",176,"light layer",0.5
"2455",177,"dark layer",0.1
"2456",177,"light layer",0.9
"2457",178,"dark layer",0.06
"2458",178,"light layer",0.64
"2459",179,"dark layer",0.04
"2460",179,"light layer",0.96
"2461",180,"dark layer",0.2
"2462",180,"light layer",0.8
"2463",181,"dark layer",0.2
"2464",181,"light layer",0.6
"2465",182,"dark layer",0.2
"2466",182,"light layer",0.7
"2467",183,"dark layer",0.1
"2468",183,"light layer",0.5
"2469",184,"dark layer",0.06
"2470",184,"light layer",0.54
"2471",185,"dark layer",0.4
"2472",185,"light layer",0.6
"2473",186,"dark layer",0.1
"2474",186,"light layer",0.6
"2475",187,"dark layer",0.2
"2476",187,"light layer",0.5
"2477",188,"dark layer",0.2
"2478",188,"light layer",0.4
"2479",189,"dark layer",0.04
"2480",189,"light layer",1.06
"2481",190,"dark layer",0.1
"2482",190,"light layer",0.8
"2483",191,"dark layer",0.1
"2484",191,"light layer",0.2
"2485",192,"dark layer",0.1
"2486",192,"light layer",0.5
"2487",193,"dark layer",0.1
"2488",193,"light layer",0.4
"2489",194,"dark layer",0.4
"2490",194,"light layer",0.2
"2491",195,"dark layer",0.2
"2492",195,"light layer",0.2
"2493",196,"dark layer",0.1
"2494",196,"light layer",0.7
"2495",197,"dark layer",0.1
"2496",197,"light layer",0.4
"2497",198,"dark layer",0.2
"2498",198,"light layer",0.7
"2499",199,"dark layer",0.1
"2500",199,"light layer",0.4
"2501",200,"dark layer",0.2
"2502",200,"light layer",0.6
"2503",201,"dark layer",0.14
"2504",201,"light layer",0.26
"2505",202,"dark layer",0.1
"2506",202,"light layer",0.6
"2507",203,"dark layer",0.2
"2508",203,"light layer",0.7
"2509",204,"dark layer",0.1
"2510",204,"light layer",0.7
"2511",205,"dark layer",0.1
"2512",205,"light layer",0.3
"2513",206,"dark layer",0.06
"2514",206,"light layer",0.44
"2515",207,"dark layer",0.2
"2516",207,"light layer",0.4
"2517",208,"dark layer",0.1
"2518",208,"light layer",0.4
"2519",209,"dark layer",0.1
"2520",209,"light layer",0.2
"2521",210,"dark layer",0.1
"2522",210,"light layer",0.2
"2523",211,"dark layer",0.1
"2524",211,"light layer",0.5
"2525",212,"dark layer",0.1
"2526",212,"light layer",0.3
"2527",213,"dark layer",0.2
"2528",213,"light layer",0.7
"2529",214,"dark layer",0.2
"2530",214,"light layer",0.6
"2531",215,"dark layer",0.2
"2532",215,"light layer",0.3
"2533",216,"dark layer",0.4
"2534",216,"light layer",0.5
"2535",217,"dark layer",0.2
"2536",217,"light layer",0.6
"2537",218,"dark layer",NA
"2538",218,"light layer",NA
"2539",219,"dark layer",NA
"2540",219,"light layer",NA
"2541",220,"dark layer",NA
"2542",220,"light layer",NA
"2543",221,"dark layer",NA
"2544",221,"light layer",NA
"2545",222,"dark layer",NA
"2546",222,"light layer",NA
"2547",223,"dark layer",NA
"2548",223,"light layer",NA
"2549",224,"dark layer",NA
"2550",224,"light layer",NA
"2551",225,"dark layer",NA
"2552",225,"light layer",NA
"2553",226,"dark layer",NA
"2554",226,"light layer",NA
"2555",227,"dark layer",NA
"2556",227,"light layer",NA
"2557",228,"dark layer",0.1
"2558",228,"light layer",0.7
"2559",229,"dark layer",0.03
"2560",229,"light layer",0.97
"2561",230,"dark layer",0.04
"2562",230,"light layer",0.66
"2563",231,"dark layer",0.04
"2564",231,"light layer",0.96
"2565",232,"dark layer",0.1
"2566",232,"light layer",0.7
"2567",233,"dark layer",0.1
"2568",233,"light layer",0.6
"2569",234,"dark layer",0.06
"2570",234,"light layer",0.94
"2571",235,"dark layer",0.1
"2572",235,"light layer",0.8
"2573",236,"dark layer",0.2
"2574",236,"light layer",1.6
"2575",237,"dark layer",0.1
"2576",237,"light layer",0.8
"2577",238,"dark layer",0.2
"2578",238,"light layer",1.2
"2579",239,"dark layer",0.2
"2580",239,"light layer",0.4
"2581",240,"dark layer",0.1
"2582",240,"light layer",0.5
"2583",241,"dark layer",0.2
"2584",241,"light layer",0.3
"2585",242,"dark layer",0.1
"2586",242,"light layer",0.7
"2587",243,"dark layer",0.1
"2588",243,"light layer",1.1
"2589",244,"dark layer",0.2
"2590",244,"light layer",0.9
"2591",245,"dark layer",0.1
"2592",245,"light layer",1.4
"2593",246,"dark layer",0.2
"2594",246,"light layer",1
"2595",247,"dark layer",0.1
"2596",247,"light layer",0.7
"2597",248,"dark layer",0.1
"2598",248,"light layer",1.7
"2599",249,"dark layer",0.1
"2600",249,"light layer",0.6
"2601",250,"dark layer",0.04
"2602",250,"light layer",0.66
"2603",251,"dark layer",0.1
"2604",251,"light layer",0.3
"2605",252,"dark layer",0.1
"2606",252,"light layer",0.8
"2607",253,"dark layer",0.2
"2608",253,"light layer",0.8
"2609",254,"dark layer",0.1
"2610",254,"light layer",0.5
"2611",255,"dark layer",0.04
"2612",255,"light layer",0.16
"2613",256,"dark layer",0.04
"2614",256,"light layer",0.56
"2615",257,"dark layer",0.1
"2616",257,"light layer",0.6
"2617",258,"dark layer",0.2
"2618",258,"light layer",0.8
"2619",259,"dark layer",0.04
"2620",259,"light layer",0.36
"2621",260,"dark layer",0.1
"2622",260,"light layer",0.8
"2623",261,"dark layer",0.1
"2624",261,"light layer",0.3
"2625",262,"dark layer",0.1
"2626",262,"light layer",1.1
"2627",263,"dark layer",0.1
"2628",263,"light layer",0.7
"2629",264,"dark layer",0.1
"2630",264,"light layer",0.9
"2631",265,"dark layer",0.1
"2632",265,"light layer",1.7
"2633",266,"dark layer",0.1
"2634",266,"light layer",0.4
"2635",267,"dark layer",0.02
"2636",267,"light layer",0.38
"2637",268,"dark layer",0.1
"2638",268,"light layer",0.9
"2639",269,"dark layer",0.2
"2640",269,"light layer",0.4
"2641",270,"dark layer",0.1
"2642",270,"light layer",0.3
"2643",271,"dark layer",0.1
"2644",271,"light layer",0.8
"2645",272,"dark layer",0.1
"2646",272,"light layer",0.7
"2647",273,"dark layer",0.1
"2648",273,"light layer",0.9
"2649",274,"dark layer",0.2
"2650",274,"light layer",0.9
"2651",275,"dark layer",NA
"2652",275,"light layer",NA
"2653",276,"dark layer",NA
"2654",276,"light layer",NA
"2655",277,"dark layer",NA
"2656",277,"light layer",NA
"2657",278,"dark layer",NA
"2658",278,"light layer",NA
"2659",279,"dark layer",NA
"2660",279,"light layer",NA
"2661",280,"dark layer",NA
"2662",280,"light layer",NA
"2663",281,"dark layer",NA
