"","Year","thickness_type","n"
"4469",1184,"dark layer",0.12
"4470",1184,"light layer",0.48
"4471",1185,"dark layer",0.1
"4472",1185,"light layer",1.3
"4473",1186,"dark layer",0.2
"4474",1186,"light layer",0.8
"4475",1187,"dark layer",0.2
"4476",1187,"light layer",1.2
"4477",1188,"dark layer",0.02
"4478",1188,"light layer",1.58
"4479",1189,"dark layer",0.1
"4480",1189,"light layer",1.3
"4481",1190,"dark layer",0.12
"4482",1190,"light layer",2.28
"4483",1191,"dark layer",0.1
"4484",1191,"light layer",1.1
"4485",1192,"dark layer",0.04
"4486",1192,"light layer",0.96
"4487",1193,"dark layer",NA
"4488",1193,"light layer",NA
"4489",1194,"dark layer",NA
"4490",1194,"light layer",NA
"4491",1195,"dark layer",NA
"4492",1195,"light layer",NA
"4493",1196,"dark layer",NA
"4494",1196,"light layer",NA
"4495",1197,"dark layer",NA
"4496",1197,"light layer",NA
"4497",1198,"dark layer",NA
"4498",1198,"light layer",NA
"4499",1199,"dark layer",NA
"4500",1199,"light layer",NA
"4501",1200,"dark layer",NA
"4502",1200,"light layer",NA
"4503",1201,"dark layer",NA
"4504",1201,"light layer",NA
"4505",1202,"dark layer",NA
"4506",1202,"light layer",NA
"4507",1203,"dark layer",NA
"4508",1203,"light layer",NA
"4509",1204,"dark layer",NA
"4510",1204,"light layer",NA
"4511",1205,"dark layer",NA
"4512",1205,"light layer",NA
"4513",1206,"dark layer",NA
"4514",1206,"light layer",NA
"4515",1207,"dark layer",NA
"4516",1207,"light layer",NA
"4517",1208,"dark layer",0.06
"4518",1208,"light layer",0.44
"4519",1209,"dark layer",0.1
"4520",1209,"light layer",0.9
"4521",1210,"dark layer",0.2
"4522",1210,"light layer",0.8
"4523",1211,"dark layer",0.2
"4524",1211,"light layer",0.7
"4525",1212,"dark layer",0.2
"4526",1212,"light layer",0.5
"4527",1213,"dark layer",0.1
"4528",1213,"light layer",0.9
"4529",1214,"dark layer",0.2
"4530",1214,"light layer",0.7
"4531",1215,"dark layer",0.02
"4532",1215,"light layer",0.98
"4533",1216,"dark layer",0.2
"4534",1216,"light layer",0.6
"4535",1217,"dark layer",0.2
"4536",1217,"light layer",0.8
"4537",1218,"dark layer",0.02
"4538",1218,"light layer",0.98
"4539",1219,"dark layer",0.2
"4540",1219,"light layer",0.6
"4541",1220,"dark layer",0.2
"4542",1220,"light layer",0.7
"4543",1221,"dark layer",0.04
"4544",1221,"light layer",0.66
"4545",1222,"dark layer",0.06
"4546",1222,"light layer",0.74
"4547",1223,"dark layer",0.2
"4548",1223,"light layer",0.9
"4549",1224,"dark layer",0.2
"4550",1224,"light layer",0.8
"4551",1225,"dark layer",0.1
"4552",1225,"light layer",0.5
"4553",1226,"dark layer",0.1
"4554",1226,"light layer",1.7
"4555",1227,"dark layer",0.2
"4556",1227,"light layer",1.3
"4557",1228,"dark layer",0.2
"4558",1228,"light layer",1.5
"4559",1229,"dark layer",0.2
"4560",1229,"light layer",0.9
"4561",1230,"dark layer",0.1
"4562",1230,"light layer",0.5
"4563",1231,"dark layer",0.2
"4564",1231,"light layer",1.2
"4565",1232,"dark layer",0.1
"4566",1232,"light layer",0.7
"4567",1233,"dark layer",0.4
"4568",1233,"light layer",0.9
"4569",1234,"dark layer",0.06
"4570",1234,"light layer",1.14
"4571",1235,"dark layer",0.04
"4572",1235,"light layer",0.96
"4573",1236,"dark layer",0.1
"4574",1236,"light layer",0.6
"4575",1237,"dark layer",0.2
"4576",1237,"light layer",0.6
"4577",1238,"dark layer",0.4
"4578",1238,"light layer",0.7
"4579",1239,"dark layer",0.4
"4580",1239,"light layer",0.4
"4581",1240,"dark layer",0.1
"4582",1240,"light layer",0.6
"4583",1241,"dark layer",0.2
"4584",1241,"light layer",0.6
"4585",1242,"dark layer",0.2
"4586",1242,"light layer",0.6
"4587",1243,"dark layer",0.1
"4588",1243,"light layer",1.1
"4589",1244,"dark layer",0.1
"4590",1244,"light layer",1.4
"4591",1245,"dark layer",0.3
"4592",1245,"light layer",0.7
"4593",1246,"dark layer",0.2
"4594",1246,"light layer",0.2
"4595",1247,"dark layer",0.2
"4596",1247,"light layer",1
"4597",1248,"dark layer",0.06
"4598",1248,"light layer",0.74
"4599",1249,"dark layer",0.02
"4600",1249,"light layer",0.58
"4601",1250,"dark layer",0.2
"4602",1250,"light layer",0.2
"4603",1251,"dark layer",0.2
"4604",1251,"light layer",0.3
"4605",1252,"dark layer",0.1
"4606",1252,"light layer",0.2
"4607",1253,"dark layer",0.02
"4608",1253,"light layer",0.58
"4609",1254,"dark layer",0.3
"4610",1254,"light layer",1.1
"4611",1255,"dark layer",0.2
"4612",1255,"light layer",0.5
"4613",1256,"dark layer",0.2
"4614",1256,"light layer",0.6
"4615",1257,"dark layer",0.2
"4616",1257,"light layer",0.8
"4617",1258,"dark layer",0.06
"4618",1258,"light layer",0.44
"4619",1259,"dark layer",0.06
"4620",1259,"light layer",0.64
"4621",1260,"dark layer",0.06
"4622",1260,"light layer",0.94
"4623",1261,"dark layer",0.2
"4624",1261,"light layer",0.9
"4625",1262,"dark layer",0.1
"4626",1262,"light layer",0.6
"4627",1263,"dark layer",0.1
"4628",1263,"light layer",0.4
"4629",1264,"dark layer",0.2
"4630",1264,"light layer",0.4
"4631",1265,"dark layer",0.02
"4632",1265,"light layer",0.98
"4633",1266,"dark layer",0.4
"4634",1266,"light layer",1.1
"4635",1267,"dark layer",0.06
"4636",1267,"light layer",0.34
"4637",1268,"dark layer",0.02
"4638",1268,"light layer",2.18
"4639",1269,"dark layer",0.1
"4640",1269,"light layer",0.4
"4641",1270,"dark layer",0.2
"4642",1270,"light layer",0.5
"4643",1271,"dark layer",0.12
"4644",1271,"light layer",1.18
"4645",1272,"dark layer",0.1
"4646",1272,"light layer",1
"4647",1273,"dark layer",0.04
"4648",1273,"light layer",1.56
"4649",1274,"dark layer",0.2
"4650",1274,"light layer",0.4
"4651",1275,"dark layer",0.3
"4652",1275,"light layer",1.1
"4653",1276,"dark layer",0.1
"4654",1276,"light layer",0.4
"4655",1277,"dark layer",0.1
"4656",1277,"light layer",0.9
"4657",1278,"dark layer",0.2
"4658",1278,"light layer",0.5
"4659",1279,"dark layer",0.2
"4660",1279,"light layer",0.6
"4661",1280,"dark layer",0.2
"4662",1280,"light layer",0.5
"4663",1281,"dark layer",0.2
"4664",1281,"light layer",0.3
"4665",1282,"dark layer",0.1
"4666",1282,"light layer",1.1
"4667",1283,"dark layer",0.03
"4668",1283,"light layer",0.97
"4669",1284,"dark layer",0.04
"4670",1284,"light layer",0.56
"4671",1285,"dark layer",0.1
"4672",1285,"light layer",0.6
"4673",1286,"dark layer",0.4
"4674",1286,"light layer",0.3
"4675",1287,"dark layer",0.1
"4676",1287,"light layer",0.9
"4677",1288,"dark layer",0.2
"4678",1288,"light layer",0.5
"4679",1289,"dark layer",0.2
"4680",1289,"light layer",0.8
"4681",1290,"dark layer",0.2
"4682",1290,"light layer",1.6
"4683",1291,"dark layer",0.2
"4684",1291,"light layer",2.2
"4685",1292,"dark layer",0.08
"4686",1292,"light layer",0.52
"4687",1293,"dark layer",0.1
"4688",1293,"light layer",0.7
"4689",1294,"dark layer",0.3
"4690",1294,"light layer",0.2
"4691",1295,"dark layer",0.1
"4692",1295,"light layer",0.8
"4693",1296,"dark layer",0.1
"4694",1296,"light layer",1.5
"4695",1297,"dark layer",0.04
"4696",1297,"light layer",2.26
"4697",1298,"dark layer",0.2
"4698",1298,"light layer",1.2
"4699",1299,"dark layer",0.06
"4700",1299,"light layer",0.44
"4701",1300,"dark layer",0.14
"4702",1300,"light layer",0.46
"4703",1301,"dark layer",0.1
"4704",1301,"light layer",0.7
"4705",1302,"dark layer",0.06
"4706",1302,"light layer",2.84
"4707",1303,"dark layer",0.2
"4708",1303,"light layer",0.4
"4709",1304,"dark layer",0.2
"4710",1304,"light layer",1.8
"4711",1305,"dark layer",0.2
"4712",1305,"light layer",0.2
"4713",1306,"dark layer",0.2
"4714",1306,"light layer",0.6
"4715",1307,"dark layer",0.2
"4716",1307,"light layer",1.2
"4717",1308,"dark layer",0.1
"4718",1308,"light layer",0.3
"4719",1309,"dark layer",0.04
"4720",1309,"light layer",0.26
"4721",1310,"dark layer",0.1
"4722",1310,"light layer",0.9
"4723",1311,"dark layer",0.2
"4724",1311,"light layer",1.8
"4725",1312,"dark layer",0.1
"4726",1312,"light layer",0.9
"4727",1313,"dark layer",0.06
"4728",1313,"light layer",1.54
"4729",1314,"dark layer",0.2
"4730",1314,"light layer",1.6
"4731",1315,"dark layer",0.03
"4732",1315,"light layer",0.97
"4733",1316,"dark layer",0.4
"4734",1316,"light layer",1.3
"4735",1317,"dark layer",0.1
"4736",1317,"light layer",1.5
"4737",1318,"dark layer",0.06
"4738",1318,"light layer",3.74
"4739",1319,"dark layer",0.06
"4740",1319,"light layer",0.54
"4741",1320,"dark layer",0.1
"4742",1320,"light layer",1.1
"4743",1321,"dark layer",0.2
"4744",1321,"light layer",0.3
"4745",1322,"dark layer",0.2
"4746",1322,"light layer",0.2
"4747",1323,"dark layer",0.1
"4748",1323,"light layer",0.6
"4749",1324,"dark layer",0.14
"4750",1324,"light layer",0.46
"4751",1325,"dark layer",0.2
"4752",1325,"light layer",0.9
"4753",1326,"dark layer",0.12
"4754",1326,"light layer",0.78
"4755",1327,"dark layer",0.1
"4756",1327,"light layer",0.5
"4757",1328,"dark layer",0.06
"4758",1328,"light layer",0.74
"4759",1329,"dark layer",0.1
"4760",1329,"light layer",1.5
"4761",1330,"dark layer",0.1
"4762",1330,"light layer",0.7
"4763",1331,"dark layer",0.2
"4764",1331,"light layer",0.8
"4765",1332,"dark layer",0.2
"4766",1332,"light layer",0.7
"4767",1333,"dark layer",0.08
"4768",1333,"light layer",1.12
"4769",1334,"dark layer",0.1
"4770",1334,"light layer",2.7
"4771",1335,"dark layer",0.1
"4772",1335,"light layer",0.9
"4773",1336,"dark layer",0.2
"4774",1336,"light layer",2.8
"4775",1337,"dark layer",0.2
"4776",1337,"light layer",1.8
"4777",1338,"dark layer",0.2
"4778",1338,"light layer",0.9
"4779",1339,"dark layer",0.2
"4780",1339,"light layer",0.7
"4781",1340,"dark layer",0.4
"4782",1340,"light layer",0.4
"4783",1341,"dark layer",0.2
"4784",1341,"light layer",1.2
"4785",1342,"dark layer",0.2
"4786",1342,"light layer",1
"4787",1343,"dark layer",0.1
"4788",1343,"light layer",2.3
"4789",1344,"dark layer",0.4
"4790",1344,"light layer",1.8
"4791",1345,"dark layer",0.3
"4792",1345,"light layer",0.3
"4793",1346,"dark layer",0.2
"4794",1346,"light layer",0.8
"4795",1347,"dark layer",0.4
"4796",1347,"light layer",0.1
"4797",1348,"dark layer",0.2
"4798",1348,"light layer",0.5
"4799",1349,"dark layer",0.2
"4800",1349,"light layer",0.4
"4801",1350,"dark layer",0.06
"4802",1350,"light layer",1.14
"4803",1351,"dark layer",0.2
"4804",1351,"light layer",1.4
"4805",1352,"dark layer",0.2
"4806",1352,"light layer",0.7
"4807",1353,"dark layer",0.2
"4808",1353,"light layer",0.4
"4809",1354,"dark layer",0.1
"4810",1354,"light layer",0.2
"4811",1355,"dark layer",0.2
"4812",1355,"light layer",0.5
"4813",1356,"dark layer",0.06
"4814",1356,"light layer",1.14
"4815",1357,"dark layer",0.2
"4816",1357,"light layer",1.7
"4817",1358,"dark layer",0.2
"4818",1358,"light layer",2
"4819",1359,"dark layer",0.03
"4820",1359,"light layer",0.87
"4821",1360,"dark layer",0.04
"4822",1360,"light layer",0.86
"4823",1361,"dark layer",0.2
"4824",1361,"light layer",1.1
"4825",1362,"dark layer",0.6
"4826",1362,"light layer",0.6
"4827",1363,"dark layer",0.2
"4828",1363,"light layer",0.6
"4829",1364,"dark layer",0.1
"4830",1364,"light layer",2.7
"4831",1365,"dark layer",0.1
"4832",1365,"light layer",0.4
"4833",1366,"dark layer",0.1
"4834",1366,"light layer",0.4
"4835",1367,"dark layer",0.06
"4836",1367,"light layer",0.34
"4837",1368,"dark layer",0.1
"4838",1368,"light layer",1.8
"4839",1369,"dark layer",0.04
"4840",1369,"light layer",0.66
"4841",1370,"dark layer",0.06
"4842",1370,"light layer",0.74
"4843",1371,"dark layer",0.2
"4844",1371,"light layer",1.4
"4845",1372,"dark layer",0.05
"4846",1372,"light layer",0.45
"4847",1373,"dark layer",0.06
"4848",1373,"light layer",0.74
"4849",1374,"dark layer",0.2
"4850",1374,"light layer",3.2
"4851",1375,"dark layer",0.1
"4852",1375,"light layer",1
"4853",1376,"dark layer",0.1
"4854",1376,"light layer",0.8
"4855",1377,"dark layer",0.2
"4856",1377,"light layer",1
"4857",1378,"dark layer",0.1
"4858",1378,"light layer",0.5
"4859",1379,"dark layer",0.1
"4860",1379,"light layer",0.7
"4861",1380,"dark layer",0.2
"4862",1380,"light layer",0.5
"4863",1381,"dark layer",0.4
"4864",1381,"light layer",3.6
"4865",1382,"dark layer",0.4
"4866",1382,"light layer",1.4
"4867",1383,"dark layer",0.3
"4868",1383,"light layer",0.7
"4869",1384,"dark layer",0.3
"4870",1384,"light layer",0.5
"4871",1385,"dark layer",0.1
"4872",1385,"light layer",1.5
"4873",1386,"dark layer",0.2
"4874",1386,"light layer",0.7
"4875",1387,"dark layer",0.6
"4876",1387,"light layer",0.4
"4877",1388,"dark layer",0.1
"4878",1388,"light layer",0.9
"4879",1389,"dark layer",0.1
"4880",1389,"light layer",0.7
"4881",1390,"dark layer",0.04
"4882",1390,"light layer",0.96
"4883",1391,"dark layer",0.02
"4884",1391,"light layer",0.78
"4885",1392,"dark layer",0.2
"4886",1392,"light layer",1
"4887",1393,"dark layer",0.4
"4888",1393,"light layer",1.2
"4889",1394,"dark layer",0.1
"4890",1394,"light layer",1.2
"4891",1395,"dark layer",0.4
"4892",1395,"light layer",0.4
"4893",1396,"dark layer",0.2
"4894",1396,"light layer",0.4
"4895",1397,"dark layer",0.03
"4896",1397,"light layer",0.27
"4897",1398,"dark layer",0.06
"4898",1398,"light layer",0.34
"4899",1399,"dark layer",0.2
"4900",1399,"light layer",1.2
"4901",1400,"dark layer",0.2
"4902",1400,"light layer",0.2
"4903",1401,"dark layer",0.1
"4904",1401,"light layer",2.7
"4905",1402,"dark layer",0.2
"4906",1402,"light layer",2.4
"4907",1403,"dark layer",0.1
"4908",1403,"light layer",0.8
"4909",1404,"dark layer",0.2
"4910",1404,"light layer",1.2
"4911",1405,"dark layer",0.1
"4912",1405,"light layer",0.6
"4913",1406,"dark layer",0.03
"4914",1406,"light layer",0.47
"4915",1407,"dark layer",0.1
"4916",1407,"light layer",0.7
"4917",1408,"dark layer",0.2
"4918",1408,"light layer",0.56
"4919",1409,"dark layer",0.06
"4920",1409,"light layer",1.14
"4921",1410,"dark layer",0.1
"4922",1410,"light layer",1
"4923",1411,"dark layer",0.2
"4924",1411,"light layer",0.3
"4925",1412,"dark layer",0.2
"4926",1412,"light layer",1.6
"4927",1413,"dark layer",0.26
"4928",1413,"light layer",1.34
"4929",1414,"dark layer",0.2
"4930",1414,"light layer",1.7
"4931",1415,"dark layer",0.1
"4932",1415,"light layer",1.3
"4933",1416,"dark layer",0.2
"4934",1416,"light layer",1.8
"4935",1417,"dark layer",0.16
"4936",1417,"light layer",1.94
"4937",1418,"dark layer",0.1
"4938",1418,"light layer",1.9
"4939",1419,"dark layer",0.2
"4940",1419,"light layer",0.6
"4941",1420,"dark layer",0.04
"4942",1420,"light layer",0.36
"4943",1421,"dark layer",0.14
"4944",1421,"light layer",0.46
"4945",1422,"dark layer",0.1
"4946",1422,"light layer",0.7
"4947",1423,"dark layer",0.16
"4948",1423,"light layer",0.94
"4949",1424,"dark layer",0.2
"4950",1424,"light layer",0.8
"4951",1425,"dark layer",0.2
"4952",1425,"light layer",1
"4953",1426,"dark layer",0.2
"4954",1426,"light layer",1.4
"4955",1427,"dark layer",0.1
"4956",1427,"light layer",1.3
"4957",1428,"dark layer",0.2
"4958",1428,"light layer",2.2
"4959",1429,"dark layer",0.1
"4960",1429,"light layer",1.3
"4961",1430,"dark layer",0.2
"4962",1430,"light layer",2.6
"4963",1431,"dark layer",0.1
"4964",1431,"light layer",3.3
"4965",1432,"dark layer",0.2
"4966",1432,"light layer",1
"4967",1433,"dark layer",0.1
"4968",1433,"light layer",0.7
"4969",1434,"dark layer",0.2
"4970",1434,"light layer",0.8
"4971",1435,"dark layer",0.1
"4972",1435,"light layer",0.5
"4973",1436,"dark layer",0.14
"4974",1436,"light layer",1.46
"4975",1437,"dark layer",0.1
"4976",1437,"light layer",0.6
"4977",1438,"dark layer",0.1
"4978",1438,"light layer",2.1
"4979",1439,"dark layer",0.1
"4980",1439,"light layer",0.7
"4981",1440,"dark layer",0.1
"4982",1440,"light layer",1.7
"4983",1441,"dark layer",0.02
"4984",1441,"light layer",0.98
"4985",1442,"dark layer",0.1
"4986",1442,"light layer",0.6
"4987",1443,"dark layer",0.4
"4988",1443,"light layer",0.8
"4989",1444,"dark layer",0.2
"4990",1444,"light layer",0.4
"4991",1445,"dark layer",0.2
"4992",1445,"light layer",1.4
"4993",1446,"dark layer",0.3
"4994",1446,"light layer",1.1
"4995",1447,"dark layer",0.1
"4996",1447,"light layer",1
"4997",1448,"dark layer",0.04
"4998",1448,"light layer",0.36
"4999",1449,"dark layer",0.02
"5000",1449,"light layer",0.68
"5001",1450,"dark layer",0.04
"5002",1450,"light layer",0.76
"5003",1451,"dark layer",0.02
"5004",1451,"light layer",1.18
"5005",1452,"dark layer",0.06
"5006",1452,"light layer",0.24
"5007",1453,"dark layer",0.14
"5008",1453,"light layer",0.66
"5009",1454,"dark layer",0.06
"5010",1454,"light layer",0.64
"5011",1455,"dark layer",0.04
"5012",1455,"light layer",0.96
"5013",1456,"dark layer",0.1
"5014",1456,"light layer",1.3
"5015",1457,"dark layer",0.1
"5016",1457,"light layer",0.8
"5017",1458,"dark layer",0.04
"5018",1458,"light layer",0.56
"5019",1459,"dark layer",0.2
"5020",1459,"light layer",0.3
"5021",1460,"dark layer",0.1
"5022",1460,"light layer",0.6
"5023",1461,"dark layer",0.04
"5024",1461,"light layer",0.66
"5025",1462,"dark layer",0.2
"5026",1462,"light layer",0.7
"5027",1463,"dark layer",0.06
"5028",1463,"light layer",1.94
"5029",1464,"dark layer",0.3
"5030",1464,"light layer",1.1
"5031",1465,"dark layer",0.2
"5032",1465,"light layer",0.8
"5033",1466,"dark layer",0.04
"5034",1466,"light layer",0.56
"5035",1467,"dark layer",0.02
"5036",1467,"light layer",0.3
"5037",1468,"dark layer",0.06
"5038",1468,"light layer",0.24
"5039",1469,"dark layer",0.1
"5040",1469,"light layer",0.4
"5041",1470,"dark layer",0.3
"5042",1470,"light layer",0.2
"5043",1471,"dark layer",0.1
"5044",1471,"light layer",0.16
"5045",1472,"dark layer",0.1
"5046",1472,"light layer",0.8
"5047",1473,"dark layer",0.04
"5048",1473,"light layer",0.36
"5049",1474,"dark layer",0.04
"5050",1474,"light layer",0.46
"5051",1475,"dark layer",0.1
"5052",1475,"light layer",1.3
"5053",1476,"dark layer",0.03
"5054",1476,"light layer",0.47
"5055",1477,"dark layer",0.1
"5056",1477,"light layer",0.3
"5057",1478,"dark layer",0.1
"5058",1478,"light layer",1.3
"5059",1479,"dark layer",0.14
"5060",1479,"light layer",0.66
"5061",1480,"dark layer",0.2
"5062",1480,"light layer",0.4
"5063",1481,"dark layer",0.06
"5064",1481,"light layer",1.24
"5065",1482,"dark layer",0.2
"5066",1482,"light layer",1.3
"5067",1483,"dark layer",0.1
"5068",1483,"light layer",1.3
"5069",1484,"dark layer",0.2
"5070",1484,"light layer",1.4
"5071",1485,"dark layer",0.1
"5072",1485,"light layer",2.3
"5073",1486,"dark layer",0.06
"5074",1486,"light layer",0.94
"5075",1487,"dark layer",0.1
"5076",1487,"light layer",0.9
"5077",1488,"dark layer",0.02
"5078",1488,"light layer",0.48
"5079",1489,"dark layer",0.2
"5080",1489,"light layer",1.2
"5081",1490,"dark layer",0.14
"5082",1490,"light layer",0.96
"5083",1491,"dark layer",0.1
"5084",1491,"light layer",0.8
"5085",1492,"dark layer",0.2
"5086",1492,"light layer",2.8
"5087",1493,"dark layer",0.3
"5088",1493,"light layer",0.5
"5089",1494,"dark layer",0.2
"5090",1494,"light layer",0.9
"5091",1495,"dark layer",0.2
"5092",1495,"light layer",0.8
"5093",1496,"dark layer",0.03
"5094",1496,"light layer",0.27
"5095",1497,"dark layer",0.1
"5096",1497,"light layer",0.5
"5097",1498,"dark layer",0.2
"5098",1498,"light layer",1
"5099",1499,"dark layer",0.2
"5100",1499,"light layer",0.5
"5101",1500,"dark layer",0.1
"5102",1500,"light layer",0.5
"5103",1501,"dark layer",0.1
"5104",1501,"light layer",0.6
"5105",1502,"dark layer",0.12
"5106",1502,"light layer",0.88
"5107",1503,"dark layer",0.3
"5108",1503,"light layer",0.9
"5109",1504,"dark layer",0.2
"5110",1504,"light layer",1.4
"5111",1505,"dark layer",0.4
"5112",1505,"light layer",0.2
"5113",1506,"dark layer",0.06
"5114",1506,"light layer",0.44
"5115",1507,"dark layer",0.1
"5116",1507,"light layer",0.9
"5117",1508,"dark layer",0.2
"5118",1508,"light layer",0.9
"5119",1509,"dark layer",0.2
"5120",1509,"light layer",1.2
"5121",1510,"dark layer",0.3
"5122",1510,"light layer",0.3
"5123",1511,"dark layer",0.02
"5124",1511,"light layer",0.38
"5125",1512,"dark layer",0.03
"5126",1512,"light layer",0.37
"5127",1513,"dark layer",0.1
"5128",1513,"light layer",1.9
"5129",1514,"dark layer",0.04
"5130",1514,"light layer",0.56
"5131",1515,"dark layer",0.2
"5132",1515,"light layer",0.3
"5133",1516,"dark layer",0.04
"5134",1516,"light layer",1.16
"5135",1517,"dark layer",0.02
"5136",1517,"light layer",0.58
"5137",1518,"dark layer",0.03
"5138",1518,"light layer",0.57
"5139",1519,"dark layer",0.04
"5140",1519,"light layer",1.16
"5141",1520,"dark layer",0.1
"5142",1520,"light layer",0.5
"5143",1521,"dark layer",0.03
"5144",1521,"light layer",0.37
"5145",1522,"dark layer",0.1
"5146",1522,"light layer",1.7
"5147",1523,"dark layer",0.3
"5148",1523,"light layer",1.7
"5149",1524,"dark layer",0.2
"5150",1524,"light layer",0.7
"5151",1525,"dark layer",0.03
"5152",1525,"light layer",0.97
"5153",1526,"dark layer",0.04
"5154",1526,"light layer",0.76
"5155",1527,"dark layer",0.06
"5156",1527,"light layer",1.14
"5157",1528,"dark layer",0.02
"5158",1528,"light layer",0.48
"5159",1529,"dark layer",0.2
"5160",1529,"light layer",0.6
"5161",1530,"dark layer",0.04
"5162",1530,"light layer",0.46
"5163",1531,"dark layer",0.02
"5164",1531,"light layer",0.28
"5165",1532,"dark layer",0.1
"5166",1532,"light layer",0.3
"5167",1533,"dark layer",0.02
"5168",1533,"light layer",1.18
"5169",1534,"dark layer",0.2
"5170",1534,"light layer",1.7
"5171",1535,"dark layer",0.06
"5172",1535,"light layer",1.94
"5173",1536,"dark layer",0.1
"5174",1536,"light layer",0.7
"5175",1537,"dark layer",0.2
"5176",1537,"light layer",0.4
"5177",1538,"dark layer",0.1
"5178",1538,"light layer",0.4
"5179",1539,"dark layer",0.2
"5180",1539,"light layer",0.6
"5181",1540,"dark layer",0.3
"5182",1540,"light layer",0.2
"5183",1541,"dark layer",0.2
"5184",1541,"light layer",1
"5185",1542,"dark layer",0.2
"5186",1542,"light layer",0.7
"5187",1543,"dark layer",0.3
"5188",1543,"light layer",0.9
"5189",1544,"dark layer",0.1
"5190",1544,"light layer",1.5
"5191",1545,"dark layer",0.1
"5192",1545,"light layer",0.6
"5193",1546,"dark layer",0.02
"5194",1546,"light layer",0.98
"5195",1547,"dark layer",0.2
"5196",1547,"light layer",0.3
"5197",1548,"dark layer",0.02
"5198",1548,"light layer",0.38
"5199",1549,"dark layer",0.2
"5200",1549,"light layer",0.9
"5201",1550,"dark layer",0.02
"5202",1550,"light layer",1.78
"5203",1551,"dark layer",0.1
"5204",1551,"light layer",0.9
"5205",1552,"dark layer",0.3
"5206",1552,"light layer",2.1
"5207",1553,"dark layer",0.2
"5208",1553,"light layer",1.8
"5209",1554,"dark layer",0.2
"5210",1554,"light layer",1.4
"5211",1555,"dark layer",0.1
"5212",1555,"light layer",1.2
"5213",1556,"dark layer",0.4
"5214",1556,"light layer",2
"5215",1557,"dark layer",0.3
"5216",1557,"light layer",1.3
"5217",1558,"dark layer",0.4
"5218",1558,"light layer",1.6
"5219",1559,"dark layer",0.4
"5220",1559,"light layer",0.8
"5221",1560,"dark layer",0.2
"5222",1560,"light layer",0.6
"5223",1561,"dark layer",0.2
"5224",1561,"light layer",0.3
"5225",1562,"dark layer",0.2
"5226",1562,"light layer",0.6
"5227",1563,"dark layer",0.04
"5228",1563,"light layer",0.26
"5229",1564,"dark layer",0.1
"5230",1564,"light layer",0.7
"5231",1565,"dark layer",0.1
"5232",1565,"light layer",1.1
"5233",1566,"dark layer",0.2
"5234",1566,"light layer",0.8
"5235",1567,"dark layer",0.1
"5236",1567,"light layer",0.7
"5237",1568,"dark layer",0.1
"5238",1568,"light layer",3.5
"5239",1569,"dark layer",0.2
"5240",1569,"light layer",0.6
"5241",1570,"dark layer",0.04
"5242",1570,"light layer",0.66
"5243",1571,"dark layer",0.1
"5244",1571,"light layer",0.6
"5245",1572,"dark layer",0.2
"5246",1572,"light layer",0.8
"5247",1573,"dark layer",0.1
"5248",1573,"light layer",0.8
"5249",1574,"dark layer",0.1
"5250",1574,"light layer",1.5
"5251",1575,"dark layer",0.04
"5252",1575,"light layer",0.86
"5253",1576,"dark layer",0.06
"5254",1576,"light layer",1.14
"5255",1577,"dark layer",0.2
"5256",1577,"light layer",0.9
"5257",1578,"dark layer",0.06
"5258",1578,"light layer",0.94
"5259",1579,"dark layer",0.04
"5260",1579,"light layer",0.46
"5261",1580,"dark layer",0.04
"5262",1580,"light layer",1.16
"5263",1581,"dark layer",0.2
"5264",1581,"light layer",1.4
"5265",1582,"dark layer",0.2
"5266",1582,"light layer",2.2
"5267",1583,"dark layer",0.06
"5268",1583,"light layer",1.24
"5269",1584,"dark layer",0.04
"5270",1584,"light layer",1.36
"5271",1585,"dark layer",0.2
"5272",1585,"light layer",3.8
"5273",1586,"dark layer",0.02
"5274",1586,"light layer",0.58
"5275",1587,"dark layer",0.03
"5276",1587,"light layer",0.77
"5277",1588,"dark layer",0.02
"5278",1588,"light layer",0.98
"5279",1589,"dark layer",0.04
"5280",1589,"light layer",1.06
"5281",1590,"dark layer",0.02
"5282",1590,"light layer",1.58
"5283",1591,"dark layer",0.1
"5284",1591,"light layer",0.4
"5285",1592,"dark layer",0.03
"5286",1592,"light layer",0.67
"5287",1593,"dark layer",0.04
"5288",1593,"light layer",0.96
"5289",1594,"dark layer",0.1
"5290",1594,"light layer",1.1
"5291",1595,"dark layer",0.3
"5292",1595,"light layer",1.7
"5293",1596,"dark layer",0.1
"5294",1596,"light layer",0.7
"5295",1597,"dark layer",0.2
"5296",1597,"light layer",1.2
"5297",1598,"dark layer",0.2
"5298",1598,"light layer",1.1
"5299",1599,"dark layer",0.2
"5300",1599,"light layer",1.2
"5301",1600,"dark layer",0.04
"5302",1600,"light layer",0.96
"5303",1601,"dark layer",0.08
"5304",1601,"light layer",1.52
"5305",1602,"dark layer",0.04
"5306",1602,"light layer",1.56
"5307",1603,"dark layer",0.03
"5308",1603,"light layer",1.47
"5309",1604,"dark layer",0.1
"5310",1604,"light layer",1.3
"5311",1605,"dark layer",0.2
"5312",1605,"light layer",0.3
"5313",1606,"dark layer",0.2
"5314",1606,"light layer",1.3
"5315",1607,"dark layer",0.1
"5316",1607,"light layer",0.7
"5317",1608,"dark layer",0.1
"5318",1608,"light layer",0.8
"5319",1609,"dark layer",0.3
